Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels,recommendation
2612,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,PlayStation3,Up to 8 ,7.89,"scary,condemned,u,criminal,crazy","System Shock 2,Syphon Filter: Dark Mirror,Dying Light: The Following,System Shock: Enhanced Edition,Rygar: The Legendary Adventure"
2613,Hitman: Blood Money,2006,IoInteractive,Action Adventure;Modern;General;Modern,Xbox360,1 Player,8.45,"hitman,silent,perfect,new,awesome","Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
2614,Brutal Legend,2009,DoubleFineProductions,Action;Action Adventure;General;Fantasy;General;Fantasy;Open-World,Xbox360,not specified,8.14,"brutal,heavy,funny,awesome,fun","Myth II: Soulblighter,Myth: The Fallen Lords,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
2615,Kero Blaster,2014,StudioPixel,General;Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,No Online Multiplayer,9.0,"simple,unique,lighthearted,colorful,points.the","Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,Myth II: Soulblighter"
2616,Skullgirls: 2nd Encore,2015,LabZeroGames,Action;Fighting;2D,PlayStation4,2 ,9.0,"in-depth,difficult,amazing,hard,combo","Hyper Light Drifter,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Dyad,NyxQuest: Kindred Spirits"
2617,Fallout: New Vegas,2010,ObsidianEntertainment,Role-Playing;Action RPG;First-Person;First-Person;Western-Style,PlayStation3,No Online Multiplayer,8.03,"new,obsidian,interesting,big,original","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2618,"Invisible, Inc. Console Edition",2016,KleiEntertainment,General;Strategy;Turn-Based;Tactics,PlayStation4,not specified,6.09,"tactical,final,5-6,likely,endless","Azure Striker Gunvolt: Striker Pack,Dynasty Tactics,Dynasty Tactics 2,Myth: The Fallen Lords,Myth II: Soulblighter"
2619,Castle Crashers,2008,TheBehemoth,Action;Beat-'Em-Up;Beat-'Em-Up;2D,Xbox360,1-4 ,9.23,"castle,simple,awesome,fun,old","Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,Myth II: Soulblighter"
2620,Monday Night Combat,2011,UberEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,1 Player,7.0,"tactical,slow,old,available,unreal","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,EyeToy: Play,Syphon Filter: Logan's Shadow"
2621,The Elder Scrolls V: Skyrim Special Edition,2016,BethesdaGameStudios,Role-Playing;Western-Style,XboxOne,No Online Multiplayer,6.99,"new,original,skyrim,special,old","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2622,VIDEOBALL,2016,ActionButtonEntertainment,Sports;General,PC,not specified,10.0,"old,simple,air-hockey,worth,fresh","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter,Dyad"
2623,Gunman Clive,2013,HorbergProductions,Action;General;Platformer;2D,3DS,not specified,8.33,"gunman,simple,worth,hard,western","Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror"
2624,The Wolf Among Us: Episode 3 - A Crooked Mile,2014,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,not specified,8.46,"new,favorite,telltale,second,dark","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2625,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,12  Online,8.31,"dark,original,riddick,new,excellent","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,Hyper Light Drifter,System Shock: Enhanced Edition,Syberia II"
2626,Resident Evil 4,2016,Capcom,Action Adventure;Survival,PlayStation4,No Online Multiplayer,9.15,"evil,resident,new,survival,scary","Tyranny,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2627,Slime-san,2017,Fabraz,Action Adventure;Linear,Switch,not specified,8.88,"super,slime-san,hard,new,fair","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
2628,Tomb Raider: Legend,2006,CrystalDynamics,Action Adventure;Modern,PlayStation2,1 Player,7.23,"easy,new,old,tomb,original","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
2629,Pro Evolution Soccer 2013,2012,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,not specified,6.97,"new,fifa,manual,pro,online","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2630,Tiger Woods PGA Tour 06,2005,EASports,Sports;Traditional;Golf;Sim,GameCube,1-4 ,5.44,"new,long,easy,ea,tw","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2631,X-Men Legends,2004,RavenSoftware,Role-Playing;Action RPG,Xbox,1-4 ,8.88,"x-men,cool,comic,jean,pretty","EyeToy: Play,Hyper Light Drifter,Pyre,Tyranny,Dynasty Tactics"
2632,XCOM: Enemy Unknown Plus,2016,FiraxisGames,Strategy;Turn-Based;General,PlayStationVita,not specified,8.08,"vita,old,free,unknown,technical","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syberia II,Dynasty Tactics"
2633,FIFA Soccer 2004,2003,EACanada,Sports;Traditional;Soccer;Sim,Xbox,1-4 ,6.61,"fifa,pro,realistic,big,new","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
2634,Freedom Fighters,2003,IoInteractive,Action;Shooter;Third-Person;Tactical;Modern,Xbox,1-4 ,8.19,"excellent,long,squad-based,tactical,awesome","Syberia,Myth II: Soulblighter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
2635,The Lord of the Rings: The Two Towers,2002,StormfrontStudios,Action;Beat-'Em-Up,GameCube,1 Player,8.31,"u,secret,hard,easy,cool","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Dark Mirror,Myth: The Fallen Lords,Hyper Light Drifter,Dyad"
2636,NBA Live 2003,2002,EACanada,Sports;Traditional;Basketball;Sim,GameCube,1-4 ,8.55,"freestyle,realistic,new,past,added","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2637,Sega GT 2002,2002,WowEntertainment,Driving;Racing;GT / Street,Xbox,1-2 ,8.55,"original,official,wonderful,xbox,awesome","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myst III: Exile"
2638,Airborne Assault: Red Devils Over Arnhem,2002,PantherGames,Strategy;Wargame;Turn-Based,PC,1-2 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
2639,Tekken Advance,2002,Eighting/Raizing,Action;Fighting;3D,GameBoyAdvance,not specified,8.5,"tekken,console,impressive,limited,handheld","Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dynasty Warriors 3"
2640,Crazy Taxi 2,2001,Hitmaker,Driving;Racing;Arcade,Dreamcast,not specified,7.2,"que,new,echos,su,cambia","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2641,Fallout Tactics: Brotherhood of Steel,2001,14DegreesEast,Role-Playing;Action RPG;Action RPG,PC,not specified,7.32,"tactical,linear,une,rpg,second","System Shock 2,Hyper Light Drifter,Pyre,Tyranny,Dynasty Tactics"
2642,Ogre Battle 64,2000,Quest,Strategy;Turn-Based;Fantasy,Nintendo64,1 Player,9.69,"ogre,long,strategic,hard,n64","Syberia,System Shock: Enhanced Edition,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter"
2643,Sonic Rush,2005,"DimpsCorporation,SonicTeam",Action;Platformer;Platformer;2D;2D,DS,No Online Multiplayer,8.49,"sonic,ds,perfect,new,original","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
2644,Need for Speed: Underground 2,2004,EACanada,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,No Online Multiplayer,8.04,"new,underground,original,nfs,interesting","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2645,Thief: Deadly Shadows,2004,IonStorm,Action Adventure;Fantasy,Xbox,1 Player,7.46,"thief,new,ich,stupid,small","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2646,Pinball Hall of Fame: The Williams Collection,2008,FarsightStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Wii,not specified,9.32,"perfect,pinball,fun,awesome,new","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Myth: The Fallen Lords,Myth II: Soulblighter"
2647,The Lion's Song,2018,Mi'pu'miGames,Adventure;Point-and-Click,Switch,No Online Multiplayer,7.0,"excellent,third,mediocre,fourth,mixed","Syphon Filter: Logan's Shadow,Myth: The Fallen Lords,Myth II: Soulblighter,System Shock: Enhanced Edition,Pyre"
2648,Art of Balance Touch!,2012,Shin'en,Miscellaneous;Puzzle;General;Puzzle;General,3DS,not specified,8.0,"easy,solid,relaxing,right,fair","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Dark Mirror"
2649,NHL Eastside Hockey Manager 2005,2005,SportsInteractive,Sports;Traditional;Team;Ice Hockey;Management;Sim,PC,1 Player,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
2650,Legend of Grimrock,2012,AlmostHuman,Role-Playing;General;General,PC,not specified,8.15,"old,new,hard,modern,classic","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
2651,Super Hydorah,2017,Locomalito,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
2652,College Hoops 2K6,2005,2KSports,Sports;Traditional;Basketball;Sim,Xbox,2  Online,9.25,"hard,big,buggy,real-feeling,kinetic","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Myth II: Soulblighter"
2653,Marvel vs. Capcom 2,2009,BackboneEntertainment,Action;Fighting;Fighting;2D;2D,Xbox360,2  Online,9.35,"fighting,super,online,huge,new","Dying Light: The Following,System Shock 2,Myth II: Soulblighter,Pyre,Syberia"
2654,Dominions 3: The Awakening,2006,IllwinterDesignGroup,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,1 Player,7.7,"huge,complex,deep,excellent,endless","Dying Light: The Following,Myth: The Fallen Lords,Myth II: Soulblighter,Rygar: The Legendary Adventure,Myst III: Exile"
2655,NyxQuest: Kindred Spirits,2009,OvertheTopGames,Action;Platformer;Platformer;2D;2D,Wii,1-2 ,8.82,"beautiful,old,perfect,worth,simple","Hyper Light Drifter,Syberia,Myth: The Fallen Lords,System Shock: Enhanced Edition,Syphon Filter: Logan's Shadow"
2656,Dishonored: Death of the Outsider,2017,ArkaneStudios,Action Adventure;General,PlayStation4,No Online Multiplayer,6.43,"dishonored,new,interesting,’,excellent","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2657,Prince of Persia Classic,2007,Gameloft,Action;Adventure;Platformer;General;2D,Xbox360,1 Player,6.8,"difficult,easy,unresponsive,arcade,excellent","Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,Myth: The Fallen Lords,Myst III: Exile,Dyad"
2658,Star Fox Adventures,2002,RareLtd.,Action Adventure;Sci-Fi,GameCube,1 Player,8.04,"fox,easy,new,awesome,rare","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
2659,SteamWorld Dig,2013,Image&Form,Action;Action Adventure;Platformer;General;Platformer;2D;2D,3DS,1 Player,8.02,"simple,addictive,new,slow,small","Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,System Shock 2"
2660,Bulletstorm,2011,"EpicGames,PeopleCanFly",General;Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,7.51,"new,fun,unique,fresh,creative","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2661,Fallout 3: Broken Steel,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,Xbox360,1 Player,7.58,"new,original,final,long,extra","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2662,Call of Duty 3,2006,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,1-4 ,6.65,"single,big,new,cod,online","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
2663,GRID 2,2013,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,not specified,5.07,"grid,arcade,original,new,hard","Azure Striker Gunvolt: Striker Pack,Dyad,System Shock: Enhanced Edition,Syberia II,Tyranny"
2664,Pro Evolution Soccer 2018,2017,Konami,Sports;Team;Soccer;Sim,XboxOne,not specified,6.36,"online,new,perfect,fifa,pro","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2665,Lovers in a Dangerous Spacetime,2016,AsteroidBase,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,not specified,7.91,"co-op,couch,fun,old,cooperative","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror"
2666,Tekken 6,2009,"NamcoBandaiGamesAmerica,NamcoBandaiGames",Action;Fighting;Fighting;3D;3D,PSP,1-2 ,8.87,"tekken,big,new,console,online","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
2667,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,1 Player,8.5,"strong,villainous,throne.this,funny,new","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2668,Mario Kart Wii,2008,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,Wii,Up to 12 ,8.09,"new,fun,mario,online,single","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2669,College Hoops 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,10  Online,7.64,"nba,available,arenas,right,classic","Syberia,EyeToy: Kinetic,Swords & Soldiers,Swing Away Golf,Everybody's Golf"
2670,Borderlands 2: Mr. Torgue's Campaign of Carnage,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,7.92,"new,torgue,hilarious,arena,funny","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2671,Split/Second,2010,BlackRockStudio,Driving;Racing;General;General;Arcade;Automobile,Xbox360,not specified,8.5,"fun,unique,second,big,excellent","Myth: The Fallen Lords,Myth II: Soulblighter,Pyre,Dying Light: The Following,System Shock: Enhanced Edition"
2672,Desktop Dungeons,2010,QCFDesign,General;Role-Playing;General;Roguelike,PC,not specified,9.55,"hard,alpha,functional,perfect,difficult","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter: Logan's Shadow"
2673,Fallout: New Vegas - Old World Blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PC,not specified,7.86,"new,old,big,funny,interesting","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2674,Dragon's Crown,2013,Vanillaware,Role-Playing;Action RPG;Action;Beat-'Em-Up;Beat-'Em-Up;2D,PlayStation3,Up to 4 ,8.55,"golden,beautiful,old,fantastic,big","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords,System Shock: Enhanced Edition"
2675,Sega Genesis Collection,2006,DigitalEclipse,Miscellaneous;Compilation,PlayStation2,1-2 ,7.67,"retro,generous,difficult,console,16-bit","Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,EyeToy: Play,MySims Agents,EyeToy: Play 2"
2676,Crusader Kings II,2012,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,Online Multiplayer,8.76,"complex,new,medieval,hard,total","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2677,Art Academy: Home Studio,2015,HeadstrongGames,Miscellaneous;Edutainment,WiiU,not specified,9.5,"educational,useful,playful,social,informative","Azure Striker Gunvolt: Striker Pack,EyeToy: Play,MySims Agents,EyeToy: Play 2,Switchball"
2678,Art of Balance,2014,Shin'en,Puzzle;General,WiiU,not specified,8.29,"simple,cheap,brief,pleased,touch","Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,MySims Agents"
2679,NBA 2K15,2014,VisualConcepts,Sports;Traditional;Team;Basketball;Sim,XboxOne,Up to 10 ,5.98,"nba,online,new,unplayable,easy","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2680,MVP Baseball 2004,2004,EASports,Sports;Traditional;Team;Baseball;Sim;Sim,PC,1-2 ,8.41,"dynasty,minor,ea,hard,online","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,EyeToy: Kinetic"
2681,Europa 1400: The Guild,2002,4HeadStudios,Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,8.75,"addictive,medieval,local,pompous,past","Myth: The Fallen Lords,Myth II: Soulblighter,Dynasty Tactics,Dynasty Tactics 2,System Shock: Enhanced Edition"
2682,V-Rally 3,2002,EdenStudios,Driving;Racing;Rally / Offroad,PlayStation2,1-4 ,8.57,"single,outstanding,amazing,busy,lacking","Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
2683,V-Rally 3,2002,Velez&Dubail,Driving;Racing;Rally / Offroad,GameBoyAdvance,1-2 ,8.57,"single,outstanding,amazing,busy,lacking","Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
2684,Battle Realms,2001,LiquidEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,1-8 ,9.0,"unplayable,revolutionary,hectic,young,old","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Myth II: Soulblighter,Rygar: The Legendary Adventure"
2685,Warlords Battlecry,2000,StrategicStudiesGroup,Strategy;General;General,PC,1-6 ,6.67,"like,novel,magic,clunky","Myth: The Fallen Lords,Myth II: Soulblighter,Dynasty Tactics,Dynasty Tactics 2,System Shock: Enhanced Edition"
2686,Shin Megami Tensei: Digital Devil Saga 2,2005,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,1 Player,7.33,"special,digital,easy,magic,normal","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Dynasty Tactics"
2687,Salt and Sanctuary,2018,SkaStudios,Action;Platformer;2D,Switch,No Online Multiplayer,8.53,"souls,dark,ich,sanctuary,huge","Syphon Filter: Logan's Shadow,Hyper Light Drifter,Dying Light: The Following,NyxQuest: Kindred Spirits,Syphon Filter"
2688,Sam & Max Episode 201: Ice Station Santa,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,1 Player,8.67,"lengthy,entire,complete,funny,entertaining","Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages,Hyrule Warriors: Definitive Edition"
2689,Oddworld: Stranger's Wrath HD,2011,JustAddWater,Action Adventure;Fantasy;General;Fantasy,PlayStation3,not specified,9.08,"original,new,amazing,old,fantastic","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
2690,Halo: Combat Evolved Anniversary,2011,343Industries,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,not specified,8.56,"original,new,old,anniversary,classic","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
