Title,recommendation
Metal Gear Solid 3: Snake Eater,"Syphon Filter: Dark Mirror,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2"
Twisted Metal: Black,"Syphon Filter: Logan's Shadow,Hyper Light Drifter,Myth II: Soulblighter,Myth: The Fallen Lords,System Shock: Enhanced Edition"
Spyro: Year of the Dragon,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Tomb Raider,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Resident Evil 4: Wii Edition,"Azure Striker Gunvolt: Striker Pack,Tyranny,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile"
Shadow of the Colossus,"Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock: Enhanced Edition"
Forza Horizon 3,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock 2,Myth II: Soulblighter"
Peggle,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits"
The Legend of Zelda: Ocarina of Time / Master Quest,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
Borderlands 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Kentucky Route Zero - Act III,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
NCAA Football 2003,"Myth II: Soulblighter,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,EyeToy: Kinetic,Twisted Metal: Black"
Crysis,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Ninja Gaiden,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
God of War: Chains of Olympus,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Dark Mirror"
DOA2: Hardcore,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
World of Warcraft: The Burning Crusade,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
MLB 10: The Show,"Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Dyad,EyeToy: Kinetic"
Yoshi's Island: Super Mario Advance 3,"Myth: The Fallen Lords,NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
Tiger Woods PGA Tour 2005,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Dyad"
The Longest Journey,"Syberia,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords"
Star Wars Jedi Knight: Dark Forces II,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syberia,Syphon Filter: Logan's Shadow"
Halo: Reach,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Galactic Civilizations II: Dark Avatar,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Mass Effect,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Operative: No One Lives Forever,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow,Dyad"
Forza Motorsport 4,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Battlefield 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
God of War Collection,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter"
Fez,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords,Syphon Filter"
Planescape: Torment,"Myth II: Soulblighter,Pyre,System Shock 2,Dying Light: The Following,Syberia"
Sonic Mania Plus,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Gears of War 3,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Killzone 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Neverwinter Nights,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Castlevania: Aria of Sorrow,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Logan's Shadow"
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Legacy of Kain: Soul Reaver,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,System Shock 2,Dying Light: The Following,System Shock: Enhanced Edition"
Dragon Age: Origins,"Pyre,Tyranny,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits"
Dead Cells,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Golden Sun,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Mark of the Ninja,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
World Soccer Winning Eleven 8 International,"EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Superbike 2001,Out of the Park Baseball 14"
SteamWorld Heist: Ultimate Edition,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
The Legend of Zelda: A Link Between Worlds,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Castlevania: Circle of the Moon,"Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Hyper Light Drifter,NyxQuest: Kindred Spirits"
Far Cry 3,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords"
Shovel Knight: Treasure Trove,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
flower,"Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords"
Mario Kart DS,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Call of Duty,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Mario Golf,"Syphon Filter: Logan's Shadow,Dyad,EyeToy: Kinetic,Excitebots: Trick Racing,Swing Away Golf"
Crash Bandicoot 3: Warped,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Project Gotham Racing 2,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Dyad,TxK"
NBA 2K12,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Sims 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
World of Warcraft: Cataclysm,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Rayman 2: The Great Escape,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Myth II: Soulblighter,Pyre,Hyper Light Drifter"
Bayonetta,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
Diablo III: Ultimate Evil Edition,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
ICO,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords,Syphon Filter"
Tom Clancy's Ghost Recon Advanced Warfighter,"Myth II: Soulblighter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
FIFA Soccer 12,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Mario & Luigi: Superstar Saga,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Logan's Shadow"
Shovel Knight,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Tony Hawk's Underground,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Marvel vs. Capcom 2,"Dying Light: The Following,System Shock 2,Myth II: Soulblighter,Pyre,Syberia"
Ape Escape,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Syphon Filter,"Myth: The Fallen Lords,Dyad,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
Mario & Luigi: Bowser's Inside Story,"Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,Pyre,Tyranny,Dynasty Tactics"
Trials Evolution,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Grand Theft Auto IV: The Lost and Damned,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Spelunky,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
Ratchet & Clank: Going Commando,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
NBA Street Vol. 2,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syberia II"
Tennis 2K2,"EyeToy: Kinetic,Excitebike 64,Swing Away Golf,Everybody's Golf,Guild Wars Nightfall"
Black & White,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Hyper Light Drifter"
The Legend of Zelda: The Wind Waker HD,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Portal,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
The Legend of Zelda: Phantom Hourglass,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
MVP Baseball 2004,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,EyeToy: Kinetic"
Dance Dance Revolution,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Myth: The Fallen Lords,EyeToy: Play,MySims Agents"
NHL 2001,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Advance Wars: Dual Strike,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
MLB 11: The Show,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
NieR: Automata - Become as Gods Edition,"Hyper Light Drifter,Pyre,Tyranny,Dynasty Tactics,Expeditions: Conquistador"
Jak and Daxter: The Precursor Legacy,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter"
Star Wars Rogue Leader: Rogue Squadron II,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
Monster Hunter: World,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Stephen's Sausage Roll,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Velocity 2X,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Burnout Revenge,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
NCAA Football 2002,"Myth II: Soulblighter,Myth: The Fallen Lords,Dying Light: The Following,EyeToy: Kinetic,Twisted Metal: Black"
Unreal Tournament,"EyeToy: Play,Myst III: Exile,Myst V: End of Ages,System Shock 2,Syphon Filter"
Deus Ex,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Donkey Kong 64,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow,Dying Light: The Following"
Panzer Dragoon Orta,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth II: Soulblighter"
Portal: Still Alive,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Half-Life 2: Episode Two,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror,Myth II: Soulblighter"
Shin Megami Tensei: Persona 4,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
MLB 09: The Show,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Blast Corps,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Hyper Light Drifter,Syphon Filter,Syphon Filter: Dark Mirror"
Sid Meier's Civilization III,"Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords,Syphon Filter: Dark Mirror"
NFL 2K2,"EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Out of the Park Baseball 17,Out of the Park Baseball 15"
WWF SmackDown! 2: Know Your Role,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
LIMBO,"Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow"
Silent Hunter III,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Assassin's Creed: Brotherhood,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Super Meat Boy,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock: Enhanced Edition"
Dead Space 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Pikmin 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
NBA 2K17,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Grandia II,"Myth II: Soulblighter,Pyre,Dynasty Tactics,Hyper Light Drifter,Tyranny"
Geometry Wars: Retro Evolved 2,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Sid Meier's Civilization V,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Super Mario 3D Land,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Mario Kart 8 DLC Pack 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Falcon 4.0: Allied Force,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Deus Ex: Human Revolution,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth II: Soulblighter"
XCOM: Enemy Unknown,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Metroid Prime 3: Corruption,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Flight Simulator 2002,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Banjo-Tooie,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
Brothers: A Tale of Two Sons,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth II: Soulblighter,Pyre"
Dota 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Hollow Knight,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
TimeSplitters 2,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Myth II: Soulblighter"
Guild Wars 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Forza Motorsport 2,"Dyad,Excitebots: Trick Racing,Excitebike 64,Extreme-G,Two Point Hospital"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Pyre,Tyranny,Dying Light: The Following"
Pushmo,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits"
The Witcher 3: Wild Hunt - Hearts of Stone,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Metal Gear Solid HD Collection,"Azure Striker Gunvolt: Striker Pack,Syphon Filter: Dark Mirror,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Freedom Force,"Syberia,Hyper Light Drifter,Pyre,Tyranny,Dynasty Tactics"
Colin McRae Rally 2.0,"Dyad,TxK,Excitebike 64,Extreme-G,Excitebots: Trick Racing"
FIFA Soccer 13,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
GTR 2,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Dyad,Extreme-G"
NBA 2K13,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Total War: Shogun 2,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Empire: Total War,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Bayonetta + Bayonetta 2,"Azure Striker Gunvolt: Striker Pack,Syphon Filter: Dark Mirror,EyeToy: Play,MySims Agents,EyeToy: Play 2"
Kentucky Route Zero - Act IV,"Myth: The Fallen Lords,Myth II: Soulblighter,System Shock: Enhanced Edition,Pyre,EyeToy: Play"
Guacamelee! Super Turbo Championship Edition,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
ESPN NHL Hockey,"Dying Light: The Following,EyeToy: Kinetic,Swing Away Golf,EverQuest,Everybody's Golf"
Rayman 2 Revolution,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Final Fantasy VIII,"Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dynasty Tactics,Pyre"
Beetle Adventure Racing,"Syberia,Pyre,Tyranny,Syphon Filter: Logan's Shadow,Dyad"
Command & Conquer: Red Alert,"Syberia,Syberia II,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Star Wars Jedi Knight II: Jedi Outcast,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow,Hyper Light Drifter"
Wipeout HD Fury,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Halo 2 Multiplayer Map Pack,"Myth: The Fallen Lords,Syberia II,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Shin Megami Tensei: Persona 3 Portable,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Call of Duty 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Dragon Quest VIII: Journey of the Cursed King,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Myth II: Soulblighter"
Metroid: Zero Mission,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
The Legend of Zelda: Majora's Mask 3D,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Skylanders Swap Force,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Tiger Woods PGA Tour 2004,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Age of Mythology,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
Pikmin,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Pyre,System Shock: Enhanced Edition,Syberia II"
Sacrifice,"Myth: The Fallen Lords,Myth II: Soulblighter,Rygar: The Legendary Adventure,Myst III: Exile,Syberia"
